5945->	1	0.5	0.25	1	0.5	0.25	0.25	1	0.5	0.25	0.25	1	0.5	0.25	0.25	1	0.5	0.25	0	0	0.5	-0.75	0.25	-0.75	0	0	0	0	0.25	-0.75	0.25	-0.75	0.016528926	0.041322314	0.355371901	0.561983471	0	0	0.008264463	0.008264463	0.008264463	0	0	0.045454545	0.318181818
7031->	0.5	0.25	0.25	0.25	0.5	0.125	0.25	0.25	0.5	0.25	0.25	1	0.5	0.25	0.25	1	0	0	0	-0.75	0.25	0	0.25	-0.75	0	-0.125	0	-0.75	0.25	-0.125	0.25	-0.75	0.380165289	0.016528926	0.033057851	0.561983471	0	0	0	0	0.008264463	0	0	0.045454545	0.136363636
9241->	0	0	0	0.5	0	0	0	0.125	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	-0.5	0	-0.5	0	0	0	-0.375	0	-0.125	0	-0.5	0.768595041	0.107438017	0	0	0	0	0.123966942	0	0	0	0	0.045454545	0.5
10171->	1	0.5	0.5	1	1	0.5	0.25	1	1	1	1	1	1	1	0.5	1	0	-0.5	-0.5	0	0.5	-0.5	0	0	0	-0.5	-0.25	0	0.75	-0.5	0	-0.5	0.016528926	0.016528926	0.016528926	0.231404959	0.239669421	0.033057851	0.016528926	0.016528926	0.190082645	0.223140496	0	0.045454545	0.318181818
11289->	1	0.125	0.5	0	1	0.125	1	0	1	0.125	0.5	0.125	1	0.125	1	0	0	0	0	-0.125	0.875	0.5	0.875	0.375	0	0	0	0	0	0.125	0.875	1	0.181818182	0.132231405	0.016528926	0.033057851	0.082644628	0	0.247933884	0.024793388	0.132231405	0.148760331	0	0.045454545	0.318181818
11832->	1	1	0.5	0.25	1	1	0.5	0.5	1	0.125	0.5	0	1	0.125	1	0	0	0.875	0	0.25	0	0.25	0.875	0.5	0	0.875	-0.5	0.5	0.5	0.5	0.875	1	0.066115702	0.190082645	0.033057851	0.157024793	0.181818182	0	0.033057851	0.049586777	0.140495868	0.148760331	0	0.045454545	0.318181818
12885->	0.5	0.5	0.25	1	0.5	0.5	0.5	1	0.5	0.5	0.5	1	0.5	1	1	1	0	0	-0.25	0	0	-0.75	0	-0.5	0	-0.5	-0.5	0	0	-0.5	-0.5	0	0.024793388	0.074380165	0.082644628	0.049586777	0.008264463	0	0.123966942	0.115702479	0.314049587	0.20661157	0	0.045454545	0.318181818
13971->	0.25	0.5	1	0.25	0.5	0.5	1	0.5	0.25	0.5	0.5	0.125	0.5	0.5	0.5	0.25	0	0	0.5	0.125	-0.25	0.75	-0.25	0.375	0	0	0.5	0.25	-0.5	0	0	0.25	0.033057851	0.099173554	0.041322314	0.148760331	0	0	0.099173554	0.132231405	0.26446281	0.181818182	0	0.045454545	0.227272727
14447->	0.5	0.25	0.25	0.5	0.5	0.5	0.25	1	0.5	0.5	0.5	0.5	0.5	1	0.25	1	0	-0.25	-0.25	0	0.25	-0.25	0	0	0	-0.5	0	0	0.25	-0.5	-0.5	-0.75	0.041322314	0.05785124	0.074380165	0.330578512	0.024793388	0	0.024793388	0.082644628	0.355371901	0.008264463	0	0.045454545	0.318181818
14546->	1	1	1	1	1	1	0.5	1	0.5	1	0.25	1	0.5	1	0.5	1	0.5	0	0.75	0	0	0	-0.5	-0.75	0.5	0	0	0	0.5	0	-0.5	-0.5	0.016528926	0.049586777	0.090909091	0.082644628	0.099173554	0	0.123966942	0.132231405	0.223140496	0.181818182	0	0.045454545	0.227272727
16143->	0.5	0.25	0.125	1	0.25	0.25	0.125	1	0.25	0.25	0.25	1	0.25	0.25	0.25	1	0.25	0	-0.125	0	0.25	-0.875	0	-0.75	0	0	-0.125	0	0.125	-0.75	0	-0.75	0.008264463	0.05785124	0.082644628	0.32231405	0.173553719	0	0	0.024793388	0.32231405	0.008264463	0	0.045454545	0.318181818
17293->	0.5	0.5	1	0.5	0.5	0.25	1	0.5	0.5	1	1	0.5	0.25	0.5	1	0.5	0	-0.5	0	0	0	0.5	-0.5	0.5	0.25	-0.25	0	0	-0.5	-0.25	-0.25	0.5	0.024793388	0.049586777	0.082644628	0.041322314	0	0	0.049586777	0.123966942	0.338842975	0.289256198	0	0.045454545	0.227272727
17836->	0.5	0.5	1	1	0.5	0.5	1	0.5	0.5	0.5	1	0.5	0.5	0.25	1	0.5	0	0	0	0.5	0	0	0	0.5	0	0.25	0	0	-0.5	0	0.25	0.5	0.024793388	0.066115702	0.107438017	0.074380165	0	0	0.066115702	0.157024793	0.214876033	0.289256198	0	0.045454545	0.227272727
18410->	0.5	1	0.25	1	0.25	0.5	0.5	0.5	1	1	0.5	1	1	1	0.5	1	-0.5	0	-0.25	0	-0.5	-0.75	0	-0.5	-0.75	-0.5	0	-0.5	-0.25	0	0	-0.5	0.016528926	0.033057851	0.05785124	0.074380165	0.082644628	0	0.074380165	0.123966942	0.347107438	0.190082645	0	0.045454545	0.136363636
18963->	0.25	0.25	0	0.5	0.25	1	0	0.25	0.25	0.25	0	0.125	0.25	0.25	0	0	0	0	0	0.375	0	-0.5	0	-0.125	0	0.75	0	0.25	0.25	0.75	0	0	0.537190083	0.024793388	0.008264463	0.338842975	0.016528926	0	0.074380165	0	0	0	0	0.045454545	0.863636364
19496->	1	1	0.25	0.5	1	0.5	1	0.5	1	0.125	1	0.125	1	0.25	1	0.25	0	0.875	-0.75	0.375	0	-0.25	0.875	0.875	0	0.25	0	0.25	0	0	0.75	0.75	0.033057851	0.008264463	0.074380165	0.033057851	0.008264463	0	0.074380165	0.173553719	0.239669421	0.355371901	0	0.045454545	0.136363636
20049->	0.25	0.125	0.125	0.5	0.125	1	0	1	0.25	0.125	0	0.125	0.125	0.125	0	0.5	0	0	0.125	0.375	0.125	-0.375	0.125	-0.125	0	0.875	0	0.5	0.125	0	0	-0.5	0.041322314	0.082644628	0.041322314	0.495867769	0	0	0.190082645	0.107438017	0.041322314	0	0	0.045454545	0.863636364
20071->	1	1	1	0.125	0.125	1	0.5	0.5	1	1	0.5	0.125	0.5	0.5	0.5	0.125	0	0	0.5	0	0	0.875	0	0.375	-0.375	0.5	0	0.375	-0.375	0.5	0	0.375	0.016528926	0.008264463	0.016528926	0.090909091	0	0	0.090909091	0.140495868	0.272727273	0.363636364	0	0.045454545	0.045454545
20550->	0.125	0.5	0.125	1	0.125	0.25	0	0.25	0.25	1	0.25	1	0.25	0.5	0.25	0.5	-0.125	-0.5	-0.125	0	-0.375	-0.875	-0.75	-0.75	-0.125	-0.25	-0.25	-0.25	0.125	0	-0.25	-0.25	0.024793388	0.066115702	0.305785124	0.024793388	0	0	0.074380165	0.090909091	0.41322314	0	0	0.045454545	0.227272727
20614->	1	1	1	1	1	0.25	1	0.5	1	1	1	0.125	0.125	1	0.5	0.5	0	0	0	0.875	0	0	0	0.875	0.875	-0.75	0.5	0	0	-0.25	-0.875	0	0	0.05785124	0.082644628	0.140495868	0	0	0.041322314	0.099173554	0.140495868	0.438016529	0	0.045454545	0.136363636
21135->	0.25	1	0.25	1	0.25	0.25	0.25	1	0.125	0.125	1	0.5	0.25	1	0.5	0.5	0.125	0.875	-0.75	0.5	-0.75	-0.75	0	0.5	0	-0.75	-0.25	0.5	0	-0.75	-0.75	0	0.024793388	0.05785124	0.132231405	0.140495868	0	0	0.074380165	0.074380165	0.05785124	0.41322314	0.024793388	0.045454545	0.863636364
21183->	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	-0.125	0	0	0	0	0	0.125	0	0.297520661	0.702479339	0	0	0	0	0	0	0	0	0	0.045454545	0.590909091
21568->	0.25	0.25	0.5	0.5	0.25	0.25	0.25	0.25	0.5	1	0.25	0.5	0.5	0.5	0.25	0.5	-0.25	-0.75	0.25	0	0	0	-0.5	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0	0.148760331	0.157024793	0.033057851	0	0	0.049586777	0.008264463	0.603305785	0	0	0.045454545	0.227272727
21646->	0	0.5	0.125	1	0.125	0.5	0.25	0.5	0.125	0.25	0.125	0.25	1	0.25	0.125	0.25	-0.125	0.25	0	0.75	-0.5	-0.875	-0.125	-0.125	-0.875	0.25	0.125	0.25	-0.125	0	0.75	-0.125	0.041322314	0.099173554	0.066115702	0.429752066	0	0	0.082644628	0.090909091	0.099173554	0.090909091	0	0.045454545	0.772727273
21678->	0.5	1	1	1	0.5	1	0.5	1	0.25	1	0.25	1	0.25	0.25	0.25	1	0.25	0	0.75	0	-0.5	0	-0.75	-0.75	0.25	0.75	0.25	0	0	0	0	-0.75	0.041322314	0.082644628	0.214876033	0.099173554	0	0	0.115702479	0.074380165	0.099173554	0.272727273	0	0.045454545	0.227272727
22111->	0.25	0.5	0.25	0.25	0.5	0.5	0.25	0.25	0.25	0.25	0.5	0.5	0.25	0.25	0.25	0.25	0	0.25	-0.25	-0.25	-0.25	0	0	0	0.25	0.25	0	0	0.25	0.25	0	0	0.033057851	0.123966942	0.115702479	0.123966942	0	0	0.05785124	0.074380165	0.47107438	0	0	0.045454545	0.318181818
22156->	0.125	0.5	0	0.125	0.125	0.5	0	0.125	0.25	0.125	0	0	0.125	0.25	0	0.125	-0.125	0.375	0	0.125	-0.375	-0.125	0.125	0	0	0.25	0	0	0.125	0.375	-0.125	-0.125	0.479338843	0.049586777	0.008264463	0.280991736	0	0	0.157024793	0.024793388	0	0	0	0.045454545	0.863636364
22280->	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.125	0	0	0.125	0.73553719	0	0	0	0	0	0.26446281	0	0	0	0	0.045454545	0.5
23274->	1	1	0.5	1	1	1	1	1	0.5	1	0.25	1	0.5	0.5	0.25	0.25	0.5	0	0.25	0	0	-0.5	-0.5	-0.75	0.5	0.5	0.75	0.75	0	0	0	0	0.008264463	0.090909091	0.148760331	0.148760331	0.074380165	0.016528926	0.074380165	0.066115702	0.181818182	0.181818182	0.008264463	0.045454545	0.772727273
23817->	1	1	1	1	0.5	1	0.5	1	1	1	0.5	1	1	1	1	1	0	0	0.5	0	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	0	0.033057851	0.115702479	0.115702479	0.090909091	0.239669421	0.074380165	0.090909091	0.090909091	0.148760331	0	0	0.045454545	0.863636364
24345->	0.5	0.5	1	0.125	0.5	0.25	0.5	0.25	1	0.5	0.5	0.5	1	0.25	0.5	0.25	-0.5	0	0.5	-0.375	0	0.875	0.5	0	-0.5	0	0	0	0	0	0.75	0.25	0.016528926	0.082644628	0.140495868	0.388429752	0.041322314	0	0.033057851	0.074380165	0.20661157	0.016528926	0	0.045454545	0.227272727
24414->	0.25	0.125	0.125	0.125	0.25	0.125	0.125	0.125	0.25	0	0.125	0.125	0.25	0.125	0.125	0.25	0	0.125	0	0	0.125	0	0.25	0	0	0	0	-0.125	0.125	0	0.125	-0.125	0.272727273	0.363636364	0.041322314	0	0	0	0.074380165	0.016528926	0.231404959	0	0	0.045454545	0.5
24922->	0.5	0.5	0.5	1	1	0.5	0.5	1	0.5	0.25	0.5	1	1	1	0.25	1	0	0.25	0	0	0	-0.5	0.25	-0.5	0	-0.5	0.25	0	0.5	-0.5	0	-0.75	0.016528926	0.016528926	0.090909091	0.338842975	0.066115702	0	0.041322314	0.05785124	0.330578512	0.041322314	0	0.045454545	0.772727273
25432->	0.125	0.125	0.5	0.25	0.125	0.25	0.25	0.25	0.25	0.125	0.5	0.5	0.25	1	0.5	1	-0.125	0	0	-0.25	0	0.25	0.125	0	-0.125	-0.75	-0.25	-0.75	-0.125	0	-0.75	-0.5	0.033057851	0.123966942	0.082644628	0.049586777	0	0	0.016528926	0.05785124	0.628099174	0.008264463	0	0.045454545	0.227272727
25463->	0.25	0.5	0.125	1	0.25	0.5	0.25	1	1	0.5	0.125	1	0.5	0.5	1	1	-0.75	0	0	0	-0.25	-0.875	0.5	-0.875	-0.25	0	-0.75	0	0	-0.5	0	0	0.008264463	0.082644628	0.140495868	0.396694215	0.041322314	0	0.066115702	0.049586777	0.190082645	0.024793388	0	0.045454545	0.136363636
25925->	0.25	1	0.125	1	0.25	1	0.125	1	0.125	0.5	0	1	0.25	0.5	0	1	0.125	0.5	0.125	0	-0.75	-0.875	-0.375	-1	0	0.5	0.125	0	0.125	0	-0.25	-1	0.016528926	0.033057851	0.049586777	0.32231405	0	0	0.041322314	0.140495868	0.214876033	0.165289256	0.016528926	0.045454545	0.772727273
25975->	0.125	0.25	0.25	0.25	0.125	0.25	0.25	0.25	0.125	0.125	0.5	0.25	0.125	0.25	0.25	0.25	0	0.125	-0.25	0	-0.125	0	0	0.25	0	0	0	0	-0.125	0	-0.125	0	0.033057851	0.033057851	0.066115702	0.049586777	0	0	0.132231405	0.115702479	0.570247934	0	0	0.045454545	0.409090909
26486->	0.5	0.125	0.25	0.5	0.5	0.25	0.25	0.25	0.25	0.125	0.25	0.25	0.5	0.125	0.25	0.25	0.25	0	0	0.25	0.375	-0.25	0.125	0	0	0.125	0	0	0.25	0	0.375	0	0	0.041322314	0.033057851	0.628099174	0	0	0.024793388	0.066115702	0.20661157	0	0	0.045454545	0.318181818
26517->	1	0.25	0.125	0.25	0.5	0.25	0.25	0.25	0.5	1	0.125	0.25	0.5	0.5	0.125	0.25	0.5	-0.75	0	0	0.75	-0.125	-0.5	-0.125	0	-0.25	0.125	0	0.25	0	0	-0.125	0.05785124	0.099173554	0.05785124	0.198347107	0	0	0.173553719	0.049586777	0.363636364	0	0	0.045454545	0.227272727
28146->	0.5	0.25	0.25	0.25	0.5	0.25	0.25	0.25	1	0.125	0.25	0.5	0.5	0.5	0.25	0.5	-0.5	0.125	0	-0.25	0.25	0	0.875	-0.25	0	-0.25	0	-0.25	0.25	0	0	-0.25	0	0.016528926	0.157024793	0.603305785	0.115702479	0	0.008264463	0.066115702	0.033057851	0	0	0.045454545	0.227272727
28209->	0.25	0.125	1	0.125	0.25	0.5	0.25	0.25	1	0	0.25	1	0.5	0.125	0.25	1	-0.75	0.125	0.75	-0.875	0.125	0.875	1	-0.75	-0.25	0.375	0	-0.75	0	0.25	0.375	-0.75	0.049586777	0.140495868	0.05785124	0	0	0	0.165289256	0.090909091	0.495867769	0	0	0.045454545	0.136363636
28815->	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.652892562	0	0	0	0	0	0.347107438	0	0	0	0	0.045454545	0.5
29118->	0.125	1	0.125	0.125	0.125	1	0.125	0.25	0.125	1	0.125	0.125	0.125	0.125	0.125	0.25	0	0	0	0	-0.875	0	-0.875	0	0	0.875	0	0	0	0.75	0	-0.125	0.371900826	0.198347107	0.016528926	0.074380165	0	0	0.314049587	0.024793388	0	0	0	0.045454545	0.863636364
4218->	0.5	0.25	0.5	0.5	1	0.5	0.25	0.25	0.125	0.25	0.5	0.25	1	0.5	0.25	0.25	0.375	0	0	0.25	0.25	0	-0.125	0.25	0	0	0	0	0.75	0.25	0.5	0	0.016528926	0.024793388	0.082644628	0.305785124	0.033057851	0	0.016528926	0.090909091	0.41322314	0.016528926	0	0.136363636	0.318181818
4956->	0	0.125	0	0	0	1	0	0	0	0.5	0	0	0	1	0	0	0	-0.375	0	0	-0.125	0	-0.5	0	0	0	0	0	0	1	-1	0	0.851239669	0.016528926	0	0	0	0	0.132231405	0	0	0	0	0.136363636	0.5
6556->	0	0	0	0.125	0	0	0.125	0.125	0	0	0	0.125	0	0	0.125	0	0	0	0	0	0	-0.125	0	-0.125	0	0	0	0.125	-0.125	-0.125	0	0.125	0.454545455	0.008264463	0	0	0	0	0.537190083	0	0	0	0	0.136363636	0.590909091
7606->	0	0	0	0	0	0.125	0	0.125	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	-0.125	0	0.73553719	0.26446281	0	0	0	0	0	0	0	0	0	0.136363636	0.5
8562->	1	0.5	1	0.5	1	0.25	0.5	0.5	0.25	0.5	0.5	0.5	1	0.125	0.5	1	0.75	0	0.5	0	0.5	0.5	-0.25	0	0	0.125	0	-0.5	0.5	-0.25	0.875	-0.5	0.066115702	0.132231405	0.165289256	0.157024793	0.008264463	0	0.107438017	0.107438017	0.256198347	0	0	0.136363636	0.863636364
11799->	0.5	0.5	0.5	1	0.25	1	0.5	1	0.5	1	1	1	0.5	1	0.25	1	0	-0.5	-0.5	0	0	-0.5	-0.5	0	-0.25	0	0.25	0	-0.25	0	-0.5	-0.75	0.008264463	0.016528926	0.066115702	0.198347107	0.099173554	0.05785124	0.090909091	0.090909091	0.297520661	0.066115702	0.008264463	0.136363636	0.681818182
15664->	0.125	1	0.5	1	0.125	1	0.25	1	0.5	1	0.25	1	0.5	1	0.25	1	-0.375	0	0.25	0	-0.875	-0.5	-0.5	-0.75	-0.375	0	0	0	-0.125	0	-0.5	-0.75	0.041322314	0.016528926	0.016528926	0.247933884	0.280991736	0.041322314	0	0	0.256198347	0.099173554	0	0.136363636	0.227272727
16843->	0	0	0	0.5	0	0.125	0	0.25	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	-0.5	0	-0.5	0	0.125	0	-0.25	0	-0.125	0	-0.5	0.710743802	0.049586777	0	0	0	0	0.239669421	0	0	0	0	0.136363636	0.5
17909->	0.25	0.125	0	0.125	0.125	0.25	0	0.125	0.125	0.25	0	0	0.125	0.5	0	0	0.125	-0.125	0	0.125	0.125	-0.125	-0.125	0	0	-0.25	0	0.125	0.125	0.125	-0.375	0	0.190082645	0.173553719	0.033057851	0.520661157	0.033057851	0	0.016528926	0.033057851	0	0	0	0.136363636	0.863636364
18984->	1	0.25	0.125	1	0.5	1	0.25	1	0.25	1	1	1	0.125	0.5	0.5	1	0.75	-0.75	-0.875	0	0.75	-0.875	-0.75	0	0.375	0.5	-0.25	0	0.25	0	-0.375	-0.5	0.016528926	0.024793388	0.05785124	0.247933884	0.173553719	0.024793388	0.05785124	0.041322314	0.330578512	0.024793388	0	0.136363636	0.681818182
21711->	1	0.5	0.25	0.25	1	1	0.25	0.125	1	1	0.5	1	1	1	0.5	1	0	-0.5	-0.25	-0.75	0.5	0	0	-0.5	0	0	-0.25	-0.875	0.75	0.875	0	-0.5	0.008264463	0.024793388	0.033057851	0.173553719	0.181818182	0	0.024793388	0.05785124	0.338842975	0.157024793	0	0.136363636	0.045454545
27665->	0.5	0.5	1	0	0.5	0.25	0.5	0.125	0.5	0.5	0.5	0.25	0.5	0.25	0.5	0.5	0	0	0.5	-0.25	0	1	0	0.25	0	0	0	-0.375	0	0.125	0.25	0	0.082644628	0.074380165	0.099173554	0.297520661	0.016528926	0	0.049586777	0.090909091	0.26446281	0.024793388	0	0.136363636	0.227272727
30923->	0.5	0.25	0.25	0.5	0.5	0.25	0.25	0.125	0.5	0	0.25	0.125	0.5	0.25	0.125	0.125	0	0.25	0	0.375	0.25	-0.25	0.5	0.125	0	0	0.125	0	0.25	0.125	0.25	0	0	0	0.123966942	0.785123967	0.090909091	0	0	0	0	0	0	0.136363636	0.136363636
31487->	0.5	1	0.125	0.125	1	1	0.125	0.125	0.125	0.5	0.125	0.25	0.125	0.25	0.125	0.125	0.375	0.5	0	-0.125	-0.5	0	-0.375	-0.125	0.875	0.75	0	0	0.875	0.875	-0.125	0	0.280991736	0.074380165	0.049586777	0.123966942	0	0	0.140495868	0.082644628	0.181818182	0.066115702	0	0.136363636	0.136363636
32508->	0.125	0.5	0.125	0	0.125	0.25	0.25	0	0.125	0.125	0.125	0	0.125	0	0.25	0	0	0.375	0	0	-0.375	0.125	0	0.125	0	0.25	0	0	-0.125	0.25	0.125	0.25	0.363636364	0.421487603	0.090909091	0.049586777	0	0	0.074380165	0	0	0	0	0.136363636	0.045454545
33592->	0	0.5	0.125	1	0	1	0.125	1	0.25	0.5	0.125	0.125	0.125	0.5	0.125	0.25	-0.25	0	0	0.875	-0.5	-0.875	-0.25	0	-0.125	0.5	0	0.75	-0.125	0	-0.375	-0.125	0.008264463	0.024793388	0.099173554	0.446280992	0	0	0.041322314	0.247933884	0.123966942	0.008264463	0	0.136363636	0.772727273
34136->	0.125	1	0.25	0.5	0.125	0.25	0.25	0.5	0.125	1	0.125	0.5	0.125	1	0.125	1	0	0	0.125	0	-0.875	-0.25	-0.875	-0.375	0	-0.75	0.125	-0.5	-0.125	-0.25	-0.875	-0.875	0.016528926	0.041322314	0	0.214876033	0	0	0.066115702	0.148760331	0.214876033	0.297520661	0	0.136363636	0.863636364
35766->	0.5	0.5	0.125	0	0.5	1	0.125	0	0.25	0.5	0.125	0	0.5	0.25	0.125	0	0.25	0	0	0	0	0.125	-0.25	0.125	0	0.75	0	0	0.375	1	0.25	0.125	0.404958678	0.190082645	0.049586777	0.132231405	0.05785124	0	0.05785124	0.033057851	0.074380165	0	0	0.136363636	0.136363636
36399->	0	0	0	0	0.125	0	0.125	0	0	0	0	0	0.125	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.125	0.958677686	0.041322314	0	0	0	0	0	0	0	0	0	0.136363636	0.5
37395->	1	0.25	0.125	0	1	0.5	0.125	0	1	0.5	0.125	0	1	0.5	0.125	0.125	0	-0.25	0	0	0.75	0.125	0.5	0.125	0	0	0	-0.125	0.875	0.5	0.5	0	0.157024793	0.297520661	0.082644628	0.066115702	0	0	0.305785124	0.049586777	0.041322314	0	0	0.136363636	0.045454545
43448->	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	-0.125	0	0.801652893	0.165289256	0	0	0	0	0.033057851	0	0	0	0	0.136363636	0.5
48318->	1	1	0.5	0.25	1	0.5	1	0.25	1	1	1	0.25	1	1	1	0.5	0	0	-0.5	0	0	0.25	0	0.75	0	-0.5	0	-0.25	0	0.25	0	0.5	0.008264463	0.008264463	0.024793388	0.049586777	0.099173554	0.041322314	0.008264463	0.016528926	0.561983471	0.123966942	0.05785124	0.136363636	0.863636364
54370->	0	0	0	1	0	0	0.125	0.25	0	0	0	0.5	0	0	0.125	0.5	0	0	0	0.5	0	-1	0	-0.5	0	0	0	-0.25	-0.125	-0.25	0	-0.375	0.694214876	0.223140496	0	0	0	0	0.082644628	0	0	0	0	0.136363636	0.5
60102->	1	0.25	0.5	0.25	1	0.5	0.5	0.25	1	0.25	0.5	0.25	1	0.25	0.5	0.25	0	0	0	0	0.75	0.25	0.75	0.25	0	0.25	0	0	0.5	0.25	0.75	0.25	0.049586777	0.099173554	0.041322314	0.355371901	0.024793388	0	0.016528926	0.008264463	0.355371901	0.049586777	0	0.136363636	0.681818182
68940->	0.125	0.5	0.125	0.125	0.25	0.125	0.125	0.25	0.125	0.5	0.125	1	0.25	0.25	0.125	0.5	0	0	0	-0.875	-0.375	0	-0.375	-0.875	0	-0.125	0	-0.25	0.125	-0.125	0	-0.375	0.016528926	0.041322314	0.033057851	0.52892562	0	0	0.033057851	0.115702479	0.214876033	0.008264463	0.008264463	0.136363636	0.045454545
69483->	0.125	0.25	0.125	0	0.25	0.125	0	0.25	0.125	0.5	0.125	0.125	0.25	0.125	0.125	0.25	0	-0.25	0	-0.125	-0.125	0.125	-0.375	0	0	0	-0.125	0	0.25	-0.125	0.125	-0.125	0	0.008264463	0.041322314	0.67768595	0	0	0.016528926	0.099173554	0.157024793	0	0	0.136363636	0.045454545
79738->	0.125	1	0.5	1	1	1	0.5	1	0.125	1	0.25	0.5	1	1	0.5	1	0	0	0.25	0.5	-0.875	-0.5	-0.875	-0.25	0	0	0	0	0.5	0	0	-0.5	0.090909091	0.008264463	0.033057851	0.173553719	0.024793388	0	0.024793388	0.066115702	0.578512397	0	0	0.136363636	0.318181818
83035->	0.25	0.25	0.25	0.125	0.25	0.125	0.25	0.125	0.25	0.25	0.5	0	0.25	0.125	0.5	0	0	0	-0.25	0.125	0	0.125	0	0.5	0	0	-0.25	0.125	0	0	0.125	0.5	0.049586777	0.239669421	0.231404959	0.297520661	0.148760331	0	0.024793388	0.008264463	0	0	0	0.136363636	0.772727273
